"Homeostasis","Skin","Elimination","Muscle","Interoception","Participant"
-0.149735906430837,-0.713579865037187,-0.167119638839071,0.24651443804711,-0.0592519480134076,"S208"
-1.16733705977009,-0.658365714798365,-0.841344730207477,-0.80623632185057,-0.821585084196339,"S334"
0.796105913916971,-0.319283804189995,0.636719726916832,0.802781271416248,0.586379756706553,"S288"
0.258589943643867,0.501867469558123,0.0910718273778693,0.431025169710707,0.281373437098999,"S293"
-0.118324364284622,0.702661858159603,0.52035766100755,0.381233889495548,0.277525501961689,"S372"
-0.55365948965619,-0.261473620063202,-0.805974450949652,-0.625781713369097,-0.554847836260251,"S317"
-0.759170760317967,-0.152934601698556,-0.626975366742239,-0.406621055031015,-0.485126237869352,"S450"
0.2201139685623,0.0268433600533877,0.262850002675786,0.192299908663655,0.181666928375848,"S135"
-0.850591164040518,-1.22253120565691,-0.819520638112028,-0.969212391697583,-0.843679803017459,"S370"
0.445359243878446,0.290506033791734,0.247238301663552,0.492581293254169,0.364265025962481,"S033"
-0.676821908634562,-0.264964965197109,-0.54913032116017,-0.619568061819375,-0.530058426206266,"S053"
0.714025842492539,1.03305072765165,0.798937002312884,0.902521255532627,0.762909588188365,"S403"
0.346629240306068,0.597889105025526,0.083040860506064,0.250069905820959,0.250254413968718,"S400"
0.732435022516306,1.03261645499571,0.676303055837553,0.493329010582239,0.602267159201363,"S465"
0.658691524269821,0.694427814551808,0.383892603944828,0.624465474825532,0.532585710495629,"S444"
0.727258826945543,1.00841088107529,0.807693272778939,0.859283103561886,0.751184369611547,"S452"
-1.08441470375099,0.304244795938026,-0.649266860299989,-1.11467119555327,-0.771639806872349,"S036"
-0.761519803348192,-0.726276672968506,-1.1723371751056,-0.355783058597726,-0.640233943299737,"S041"
0.0693136697051067,0.0823017428724144,0.22545700614786,-0.538430593429669,-0.108729277708499,"S200"
-0.141119564534475,-0.31576634689393,-0.200768223594117,0.0426599280453579,-0.0955078214137489,"S149"
0.840277422369968,-0.0978476976629173,0.799767382441279,0.850085329840849,0.670103225645118,"S211"
-0.0314109618362411,-0.07189968835566,-0.295488638282466,-0.309888086671268,-0.183778327731798,"S401"
0.464264624447136,0.574497258277465,0.580553987209028,0.599400093033877,0.504139348630043,"S451"
-0.682585808690896,-1.01013096809823,-0.462837621161207,-0.217463734684645,-0.447567198313681,"S040"
0.509657751206868,-0.877327040540397,0.597786342324058,0.240953683929102,0.259104480877715,"S393"
0.0912092004315493,0.205796556586627,0.105859242779965,0.170650922320472,0.124142994454608,"S064"
-0.310675020003556,-0.979991757110972,0.0747846391938229,-1.13785539858651,-0.545306428949683,"S421"
0.828382154774688,0.643349480843403,0.648657169488054,0.849813804136399,0.705314264858546,"S433"
-0.295835972453824,-0.31890499949791,-0.413021791209634,-0.104614274722855,-0.231711994706206,"S072"
-1.54205442868107,-1.08567034581646,-0.925238308046533,-0.832775358431362,-0.987060938902031,"S204"
0.209463860157325,0.831603535230355,0.579829388710502,0.0369830502265358,0.27099165219814,"S382"
0.437863068745063,-0.107055301280527,0.619901714705749,0.475032941679154,0.398307181092918,"S396"
-0.961997609556422,-0.566191477381405,-0.291800472684945,-0.317006381830147,-0.475091931476165,"S134"
-1.03366145578913,-0.0240390464088091,-0.447037708792783,-1.21062201609792,-0.7790144848756,"S247"
-0.853950158708805,-0.802656447262759,-1.04559790484229,-0.675820189822747,-0.753209133646481,"S282"
-0.461095497263371,-0.94276944669574,0.0670168425909052,-0.00457809808881337,-0.197393400340162,"S435"
-0.0455062633447175,-0.414848377740846,-0.0415088228424444,-0.0902507429704278,-0.0910760899878966,"S118"
-0.582166211397779,0.569162027071703,-0.0941126629181016,0.440964371622319,0.0324025721075677,"S496"
0.0586816935460351,-0.125346783203733,-0.509243695952586,-0.326767509853082,-0.217005801064412,"S121"
0.92216281297249,1.09397402916675,0.843167764935357,0.881523213417974,0.825310262867486,"S500"
